YearsCodePro_n,YearsCode_n,WorkExp_n,EdLevel_n,OrgSize_n,Remote_n,Country_n,DevType_n,lang_count,lang_Python,lang_JavaScript,lang_TypeScript,lang_SQL,lang_Java,lang_CSharp,lang_CPlusPlus,lang_PHP,lang_Go,lang_Rust,IsFullTime,ConvertedCompYearly
16.0,23.0,16.0,7.0,7.0,0.0,10,1.0,6,0,1,1,1,1,0,0,1,0,0,1,270000.0
34.0,36.0,36.0,5.0,4.0,1.0,1,6.0,10,1,1,1,1,0,1,1,0,0,0,1,90866.0
10.0,12.0,9.0,5.0,4.0,0.0,6,0.0,3,0,1,1,0,0,0,0,0,1,0,0,57999.0
12.0,18.0,12.0,5.0,5.0,0.0,7,1.0,10,1,1,0,1,1,0,1,0,1,1,1,69814.0
3.0,4.0,4.0,5.0,5.0,1.0,3,2.0,5,0,1,0,1,0,0,0,1,0,0,1,42962.0
3.0,10.0,3.0,6.0,4.0,1.0,3,5.0,4,0,0,1,0,0,1,0,0,1,0,1,32222.0
17.0,25.0,24.0,6.0,5.0,1.0,10,0.0,4,0,1,0,1,0,1,0,0,0,0,1,65000.0
20.0,13.0,20.0,2.0,5.0,1.0,0,1.0,4,0,1,0,1,0,0,0,1,0,0,1,12308.0
10.0,13.0,10.0,6.0,9.0,0.0,8,10.0,2,0,0,0,0,0,0,0,0,0,0,1,64178.0
0.0,2.0,1.0,3.0,7.0,1.0,6,2.0,3,0,1,1,0,0,0,0,0,0,0,1,32222.0
11.0,11.0,11.0,6.0,7.0,1.0,4,8.0,1,0,0,0,0,0,1,0,0,0,0,1,22731.0
4.0,9.0,6.0,6.0,4.0,0.0,6,4.0,3,1,0,0,1,0,0,1,0,0,0,1,57999.0
30.0,35.0,31.0,6.0,2.0,0.0,10,0.0,6,1,0,0,1,0,1,0,1,0,0,1,103000.0
11.0,15.0,11.0,5.0,4.0,2.0,10,0.0,8,0,1,1,1,1,0,0,1,0,1,1,118000.0
10.0,10.0,10.0,7.0,6.0,1.0,3,9.0,2,0,0,0,0,0,0,0,0,0,0,1,85925.0
2.0,5.0,10.0,3.0,5.0,0.0,10,7.0,6,0,1,1,0,0,0,0,0,0,0,1,80000.0
25.0,40.0,10.0,5.0,5.0,0.0,10,1.0,5,0,1,1,1,0,1,0,0,0,0,1,150000.0
3.0,7.0,3.0,5.0,9.0,1.0,4,0.0,6,1,1,1,0,1,0,1,0,1,0,1,68192.0
8.0,10.0,8.0,5.0,4.0,0.0,6,1.0,3,0,0,0,0,0,0,0,0,0,1,1,112777.0
15.0,16.0,16.0,3.0,5.0,0.0,9,2.0,6,0,1,1,1,0,0,0,0,1,0,1,171974.0
4.0,10.0,10.0,6.0,4.0,1.0,7,0.0,5,0,1,0,1,1,0,1,0,0,0,1,29000.0
5.0,8.0,10.0,6.0,2.0,1.0,8,1.0,6,0,0,0,1,0,0,0,1,1,0,1,12342.0
2.0,6.0,2.0,5.0,4.0,0.0,6,5.0,11,1,1,0,0,1,0,1,1,1,0,1,30914.0
30.0,28.0,10.0,6.0,1.0,1.0,6,4.0,4,1,0,0,1,0,0,0,0,0,0,0,95384.0
8.0,12.0,8.0,5.0,5.0,1.0,4,1.0,3,1,0,0,0,0,0,0,0,1,0,1,38283.0
25.0,30.0,25.0,6.0,2.0,1.0,6,0.0,4,1,0,1,1,0,0,0,0,1,0,1,112312.0
5.0,9.0,10.0,6.0,9.0,0.0,8,10.0,5,1,0,0,1,1,0,0,0,0,0,1,65000.0
4.0,6.0,10.0,3.0,7.0,1.0,6,2.0,2,0,0,1,0,0,0,0,0,0,0,1,37592.0
2.0,5.0,2.0,5.0,4.0,0.0,10,0.0,3,0,1,1,0,0,0,0,0,0,0,1,72000.0
2.0,6.0,10.0,5.0,4.0,1.0,5,2.0,5,1,1,1,0,0,1,0,0,0,0,1,53703.0
8.0,8.0,22.0,4.0,5.0,0.0,0,0.0,11,1,1,1,1,1,0,0,0,1,0,1,33568.0
22.0,34.0,22.0,6.0,5.0,1.0,6,0.0,5,0,1,1,1,1,0,0,0,0,0,1,112777.0
20.0,24.0,30.0,5.0,5.0,0.0,10,0.0,6,0,1,0,1,1,1,0,0,0,0,1,11000.0
2.0,5.0,10.0,5.0,4.0,1.0,6,10.0,2,1,0,0,0,0,0,0,0,0,0,0,38996.0
6.0,8.0,10.0,6.0,7.0,1.0,6,0.0,1,0,0,0,0,0,0,0,0,0,0,1,77678.0
1.0,4.0,1.0,2.0,5.0,1.0,3,7.0,7,0,0,0,0,0,1,1,0,1,0,0,13963.0
18.0,25.0,10.0,6.0,9.0,0.0,6,9.0,3,0,0,0,0,0,1,1,0,0,0,1,70000.0
10.0,12.0,10.0,6.0,4.0,1.0,6,1.0,3,0,0,1,0,0,0,0,0,0,0,1,76373.0
6.0,8.0,10.0,3.0,5.0,1.0,6,10.0,1,0,1,0,0,0,0,0,0,0,0,1,79279.0
3.0,20.0,3.0,6.0,3.0,1.0,6,0.0,6,0,1,1,0,1,0,0,0,1,1,1,111417.0
2.0,7.0,10.0,5.0,5.0,1.0,6,2.0,3,0,1,1,0,0,0,0,0,0,0,1,20407.0
11.0,22.0,15.0,6.0,4.0,1.0,6,1.0,12,1,1,1,0,1,0,1,1,0,0,1,91295.0
10.0,20.0,10.0,6.0,6.0,0.0,3,10.0,4,0,1,0,0,0,0,0,1,0,1,1,103110.0
6.0,20.0,7.0,7.0,5.0,1.0,3,8.0,4,1,0,0,0,0,0,1,0,0,1,1,80555.0
11.0,19.0,11.0,6.0,2.0,0.0,6,0.0,2,0,0,1,0,0,0,0,0,0,0,1,26852.0
10.0,14.0,11.0,5.0,9.0,0.0,6,1.0,2,0,0,0,0,0,1,0,0,0,0,1,86309.0
4.0,15.0,4.0,5.0,2.0,1.0,6,0.0,5,1,1,0,1,0,0,0,0,0,1,0,37592.0
7.0,20.0,10.0,5.0,3.0,1.0,6,9.0,11,1,1,0,1,1,1,1,1,0,0,1,61457.0
4.0,8.0,10.0,5.0,7.0,1.0,6,0.0,6,0,1,1,1,1,1,0,0,1,0,1,118919.0
15.0,17.0,10.0,6.0,8.0,0.0,8,3.0,3,1,0,0,1,0,0,0,0,0,0,0,80000.0
1.0,15.0,17.0,6.0,7.0,2.0,6,10.0,5,1,1,1,1,0,0,0,0,0,0,1,68322.0
14.0,20.0,16.0,6.0,7.0,1.0,3,0.0,8,0,1,1,1,1,0,0,0,1,0,1,155984.0
14.0,16.0,14.0,5.0,5.0,0.0,10,0.0,8,0,1,1,1,0,1,0,0,0,0,1,192000.0
7.0,8.0,10.0,2.0,3.0,1.0,6,1.0,3,0,1,0,1,1,0,0,0,0,0,1,38046.0
20.0,25.0,20.0,5.0,2.0,0.0,6,0.0,3,0,0,1,0,0,0,0,0,0,0,0,80000.0
14.0,19.0,14.0,6.0,7.0,0.0,3,1.0,3,0,1,0,0,1,0,0,0,0,0,0,66592.0
12.0,13.0,10.0,5.0,4.0,1.0,5,1.0,2,0,0,0,0,1,0,0,0,0,0,1,71425.0
10.0,20.0,10.0,6.0,4.0,0.0,6,0.0,5,0,1,0,1,0,0,0,1,0,0,1,49493.0
12.0,18.0,12.0,6.0,7.0,1.0,10,10.0,5,1,0,1,0,1,0,0,0,0,0,1,180000.0
16.0,30.0,30.0,5.0,5.0,0.0,6,0.0,4,0,1,0,1,1,0,0,0,0,0,1,45607.0
6.0,12.0,6.0,6.0,5.0,0.0,8,1.0,3,0,1,0,0,0,0,0,1,0,0,1,40000.0
5.0,9.0,10.0,5.0,3.0,2.0,6,1.0,2,1,0,0,0,0,0,0,0,1,0,1,15722.0
23.0,24.0,24.0,5.0,2.0,0.0,6,0.0,4,0,1,1,1,0,1,0,0,0,0,1,75000.0
37.0,47.0,37.0,5.0,4.0,0.0,10,9.0,4,0,1,0,0,0,0,1,0,0,0,1,135000.0
6.0,6.0,7.0,2.0,4.0,0.0,6,0.0,10,0,1,1,1,0,1,1,1,1,1,1,76307.0
22.0,28.0,10.0,1.0,2.0,0.0,8,1.0,9,0,1,0,1,1,0,0,1,1,0,1,60000.0
26.0,30.0,10.0,5.0,6.0,0.0,6,1.0,2,0,0,0,1,0,0,0,0,0,0,1,41457.0
33.0,33.0,33.0,3.0,4.0,2.0,0,10.0,3,1,0,0,0,0,0,0,0,0,1,1,22378.0
5.0,8.0,5.0,5.0,3.0,1.0,4,7.0,6,1,1,0,1,1,0,0,0,0,0,1,19142.0
2.0,7.0,3.0,5.0,6.0,2.0,10,4.0,9,1,1,0,1,0,1,1,0,0,0,1,40000.0
4.0,5.0,10.0,6.0,6.0,1.0,1,7.0,6,0,1,1,0,1,0,0,0,0,0,1,78508.0
3.0,5.0,3.0,5.0,7.0,1.0,6,0.0,5,0,1,0,1,1,0,0,1,0,0,1,34447.0
9.0,13.0,9.0,6.0,6.0,1.0,6,1.0,2,0,0,0,1,0,0,0,0,0,0,1,88912.0
12.0,20.0,12.0,5.0,9.0,1.0,6,10.0,6,0,1,0,1,1,0,0,0,0,0,1,70541.0
1.0,3.0,10.0,6.0,4.0,0.0,6,0.0,5,0,1,0,0,0,0,0,0,1,0,1,46185.0
24.0,24.0,10.0,3.0,7.0,0.0,8,10.0,9,1,1,1,1,1,1,0,0,0,0,1,72000.0
25.0,40.0,25.0,3.0,5.0,1.0,6,0.0,10,1,0,0,1,1,1,1,0,1,0,1,139271.0
7.0,11.0,7.0,5.0,4.0,0.0,4,1.0,5,0,1,1,1,0,0,0,0,1,0,1,21056.0
12.0,16.0,13.0,2.0,5.0,0.0,6,4.0,13,1,1,1,1,1,0,1,1,1,0,1,118919.0
4.0,4.0,4.0,3.0,8.0,0.0,3,2.0,10,0,1,1,0,1,0,1,0,1,0,1,51555.0
9.0,17.0,10.0,3.0,5.0,0.0,10,1.0,7,0,1,1,0,0,0,0,0,0,0,1,154000.0
2.0,6.0,3.0,6.0,5.0,2.0,6,4.0,2,1,0,0,0,0,0,1,0,0,0,1,14566.0
13.0,35.0,13.0,5.0,4.0,0.0,6,1.0,2,0,0,0,0,0,1,0,0,0,0,1,161109.0
30.0,40.0,30.0,6.0,1.0,0.0,1,0.0,9,1,1,0,1,0,0,0,1,0,0,1,72693.0
5.0,7.0,10.0,5.0,3.0,2.0,6,7.0,3,0,0,0,0,1,0,0,0,0,0,1,10692.0
6.0,10.0,10.0,5.0,1.0,1.0,2,1.0,8,1,0,0,1,0,1,1,1,0,0,0,90221.0
28.0,48.0,36.0,5.0,4.0,0.0,1,1.0,4,0,1,0,1,0,1,0,0,0,0,1,66877.0
25.0,30.0,10.0,5.0,4.0,1.0,10,6.0,6,0,1,1,1,0,1,0,0,0,0,1,190000.0
17.0,23.0,10.0,6.0,2.0,0.0,8,0.0,5,0,1,0,1,0,0,0,1,0,0,1,53317.0
5.0,10.0,4.0,1.0,5.0,0.0,8,2.0,6,0,1,1,1,0,0,0,0,0,0,1,31000.0
11.0,12.0,8.0,6.0,4.0,0.0,10,10.0,2,1,0,0,0,0,0,0,0,0,1,1,201000.0
3.0,4.0,4.0,1.0,9.0,1.0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,1,71765.0
4.0,5.0,10.0,1.0,1.0,0.0,6,7.0,5,0,1,1,1,0,0,0,0,0,0,0,23123.0
1.0,3.0,1.0,5.0,6.0,2.0,4,0.0,3,0,1,1,0,0,0,0,0,0,0,1,16749.0
4.0,7.0,4.0,5.0,3.0,0.0,7,1.0,5,1,1,1,1,0,0,0,0,0,0,1,53488.0
11.0,16.0,10.0,6.0,4.0,0.0,6,1.0,4,0,0,0,1,0,1,0,0,0,0,1,53703.0
5.0,10.0,10.0,6.0,4.0,2.0,3,10.0,3,0,0,0,0,1,0,1,0,0,1,1,64444.0
24.0,42.0,31.0,4.0,4.0,0.0,0,10.0,11,1,1,1,1,0,1,1,1,0,0,1,35806.0
6.0,7.0,10.0,5.0,3.0,0.0,10,0.0,2,0,1,0,0,0,0,0,0,0,0,1,195000.0
19.0,30.0,21.0,6.0,7.0,1.0,10,3.0,3,1,0,0,0,0,0,0,0,0,0,1,200000.0
4.0,11.0,4.0,6.0,6.0,1.0,6,1.0,5,1,1,1,0,0,0,0,0,1,0,1,32222.0
15.0,24.0,14.0,5.0,2.0,0.0,10,10.0,8,1,0,1,0,0,1,1,0,0,1,1,100000.0
7.0,13.0,10.0,6.0,9.0,1.0,2,10.0,9,1,1,0,1,0,0,0,1,0,0,1,42962.0
3.0,10.0,7.0,5.0,3.0,1.0,5,1.0,4,1,1,0,0,0,0,0,0,0,0,0,69814.0
3.0,6.0,7.0,2.0,3.0,1.0,5,2.0,6,0,1,1,1,0,0,0,0,0,0,1,37442.0
34.0,38.0,10.0,7.0,1.0,0.0,6,10.0,9,1,0,0,0,0,0,1,0,0,0,0,61098.0
1.0,4.0,10.0,6.0,6.0,1.0,6,4.0,2,0,0,0,1,0,0,0,0,0,0,1,38666.0
11.0,16.0,11.0,6.0,4.0,0.0,10,10.0,4,1,1,0,0,0,0,0,0,0,0,1,100000.0
6.0,8.0,6.0,3.0,3.0,2.0,7,0.0,4,0,1,1,0,0,0,0,0,0,0,1,36518.0
5.0,9.0,5.0,2.0,5.0,2.0,3,9.0,6,1,0,0,0,1,0,1,0,1,0,1,53703.0
10.0,11.0,10.0,2.0,2.0,0.0,6,7.0,4,0,0,0,0,1,0,0,0,0,0,0,121429.0
7.0,15.0,10.0,6.0,6.0,0.0,3,0.0,5,1,1,1,1,1,0,0,0,0,0,1,62296.0
37.0,37.0,37.0,2.0,6.0,2.0,6,9.0,10,1,1,0,1,1,1,1,0,1,0,1,64444.0
14.0,8.0,10.0,5.0,3.0,0.0,6,1.0,4,0,0,0,0,0,0,0,0,0,1,1,29427.0
12.0,11.0,11.0,5.0,3.0,0.0,3,0.0,6,0,1,1,0,0,0,0,0,0,1,1,96666.0
8.0,12.0,8.0,5.0,6.0,1.0,10,0.0,5,1,1,1,0,0,1,0,0,0,0,1,140000.0
15.0,15.0,24.0,3.0,2.0,0.0,10,10.0,6,0,1,1,1,0,0,0,0,1,0,1,250000.0
32.0,32.0,10.0,6.0,4.0,1.0,6,0.0,10,1,1,0,1,0,0,1,1,0,0,1,69814.0
10.0,12.0,10.0,6.0,4.0,0.0,2,4.0,3,1,1,0,0,0,0,0,0,0,0,1,85925.0
3.0,5.0,12.0,6.0,3.0,0.0,8,0.0,8,1,1,1,1,0,0,0,0,0,0,0,36000.0
3.0,5.0,15.0,2.0,4.0,0.0,10,0.0,8,1,1,1,1,0,1,0,0,0,0,1,76000.0
24.0,29.0,24.0,5.0,4.0,2.0,6,1.0,2,0,0,0,1,0,1,0,0,0,0,1,115202.0
10.0,15.0,10.0,5.0,2.0,0.0,6,7.0,5,0,1,1,1,0,0,0,0,0,0,1,76821.0
5.0,5.0,10.0,5.0,4.0,2.0,4,2.0,4,0,1,1,0,1,0,0,0,0,0,1,14356.0
1.0,4.0,10.0,6.0,7.0,1.0,3,10.0,9,1,0,0,0,1,0,1,0,0,0,1,59073.0
16.0,30.0,10.0,5.0,1.0,0.0,6,0.0,4,0,0,0,1,0,0,0,0,0,0,0,66066.0
26.0,29.0,26.0,2.0,2.0,0.0,6,0.0,5,0,1,0,1,0,1,0,0,0,0,1,48333.0
20.0,25.0,20.0,5.0,4.0,1.0,6,5.0,2,0,0,0,0,1,0,0,0,0,0,1,27540.0
6.0,10.0,30.0,5.0,3.0,1.0,6,10.0,4,1,0,0,0,0,0,0,1,0,0,1,28033.0
8.0,10.0,8.0,6.0,8.0,0.0,8,6.0,1,0,0,0,0,1,0,0,0,0,0,1,131400.0
2.0,4.0,3.0,1.0,2.0,2.0,9,0.0,6,0,1,1,1,0,1,0,0,0,0,0,30573.0
16.0,17.0,16.0,1.0,3.0,0.0,10,0.0,7,0,1,0,1,0,1,0,0,0,1,1,300000.0
8.0,10.0,12.0,2.0,2.0,0.0,6,0.0,5,1,1,0,1,0,0,0,1,0,0,1,48000.0
14.0,24.0,10.0,6.0,5.0,0.0,8,1.0,7,0,1,0,1,1,0,1,0,0,0,1,57625.0
10.0,22.0,10.0,3.0,2.0,1.0,6,1.0,1,0,0,0,0,0,1,0,0,0,0,1,35444.0
6.0,10.0,4.0,3.0,5.0,1.0,2,5.0,3,1,1,0,0,0,0,0,0,0,0,1,35444.0
3.0,5.0,3.0,5.0,5.0,0.0,10,0.0,8,1,1,1,0,0,1,0,0,1,0,1,104000.0
8.0,10.0,8.0,5.0,7.0,2.0,10,1.0,6,0,1,1,1,0,1,0,0,0,0,1,175000.0
2.0,5.0,10.0,5.0,5.0,2.0,6,0.0,3,1,0,1,0,0,0,0,0,0,0,1,10794.0
34.0,37.0,33.0,5.0,6.0,0.0,10,10.0,3,0,0,0,0,1,0,1,0,0,0,1,134000.0
28.0,40.0,33.0,6.0,4.0,0.0,10,7.0,10,1,1,0,1,1,1,0,0,0,0,1,130000.0
1.0,3.0,2.0,2.0,9.0,2.0,6,1.0,13,1,1,1,1,1,0,0,0,1,1,0,55495.0
2.0,3.0,2.0,3.0,3.0,1.0,10,0.0,5,1,1,0,1,0,1,0,0,0,0,1,71000.0
16.0,22.0,16.0,6.0,9.0,0.0,6,2.0,3,0,1,1,0,0,0,0,0,0,0,1,155739.0
3.0,4.0,4.0,5.0,4.0,0.0,6,0.0,3,0,1,0,1,0,0,0,0,0,0,1,28458.0
44.0,49.0,10.0,6.0,1.0,0.0,6,0.0,1,0,0,0,0,0,1,0,0,0,0,0,144842.0
9.0,15.0,9.0,6.0,7.0,1.0,3,1.0,2,0,0,0,0,1,0,0,0,0,0,1,96666.0
27.0,40.0,27.0,3.0,4.0,0.0,10,0.0,10,1,1,0,1,0,1,0,1,0,0,1,100000.0
8.0,10.0,8.0,2.0,9.0,1.0,3,1.0,7,0,1,1,0,0,1,0,1,0,0,1,85925.0
11.0,15.0,10.0,5.0,7.0,0.0,6,1.0,4,0,1,0,1,0,0,0,1,0,0,1,90325.0
9.0,10.0,9.0,5.0,4.0,2.0,6,0.0,1,0,0,0,0,0,0,0,1,0,0,1,52503.0
1.0,6.0,2.0,6.0,5.0,1.0,4,0.0,2,1,1,0,0,0,0,0,0,0,0,1,14356.0
0.0,8.0,10.0,3.0,2.0,1.0,3,1.0,2,1,0,0,0,0,0,0,0,0,1,0,10741.0
10.0,18.0,18.0,5.0,9.0,0.0,10,0.0,5,0,1,1,1,0,1,0,0,0,0,1,110000.0
9.0,12.0,9.0,6.0,9.0,0.0,10,2.0,7,0,1,1,0,0,0,0,0,0,1,1,140000.0
9.0,14.0,10.0,5.0,4.0,2.0,5,9.0,3,1,0,0,0,0,0,1,0,0,0,1,59073.0
8.0,18.0,8.0,5.0,9.0,0.0,3,0.0,9,1,1,1,0,0,1,1,0,1,0,1,123517.0
7.0,11.0,7.0,6.0,7.0,1.0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,1,103571.0
26.0,36.0,22.0,6.0,5.0,0.0,10,10.0,9,1,1,1,1,0,1,0,0,0,0,1,175000.0
2.0,5.0,10.0,3.0,5.0,1.0,8,10.0,3,1,1,0,0,0,0,0,0,0,0,1,14000.0
12.0,18.0,10.0,6.0,3.0,2.0,0,0.0,12,1,1,0,1,1,1,1,1,0,0,0,46622.0
11.0,15.0,10.0,6.0,7.0,0.0,6,0.0,8,1,1,0,1,1,1,0,0,0,0,1,40096.0
5.0,9.0,5.0,5.0,4.0,2.0,6,2.0,4,0,1,1,1,0,0,0,0,0,0,1,18351.0
12.0,26.0,15.0,2.0,5.0,2.0,3,8.0,8,1,0,0,0,1,1,1,0,0,0,1,123517.0
11.0,15.0,11.0,3.0,4.0,0.0,6,1.0,13,1,1,1,1,1,0,0,1,1,1,0,91562.0
2.0,5.0,10.0,5.0,4.0,2.0,6,0.0,6,1,1,1,1,0,0,0,1,0,0,1,64762.0
11.0,15.0,11.0,5.0,5.0,1.0,10,0.0,3,0,0,0,1,0,1,0,0,0,0,1,108000.0
12.0,15.0,15.0,5.0,7.0,0.0,0,1.0,5,0,0,0,0,1,0,0,0,0,1,1,111892.0
4.0,6.0,5.0,4.0,3.0,1.0,6,2.0,5,0,1,0,1,1,0,0,0,0,0,1,23844.0
26.0,33.0,26.0,6.0,8.0,0.0,6,1.0,5,1,0,0,0,0,0,1,0,1,0,1,136105.0
11.0,16.0,12.0,2.0,4.0,0.0,6,0.0,3,0,1,1,0,0,0,0,0,0,0,1,53703.0
7.0,19.0,15.0,5.0,9.0,1.0,6,1.0,3,0,0,0,0,1,0,0,0,0,0,1,75976.0
0.0,3.0,0.0,3.0,5.0,2.0,6,10.0,2,0,0,0,0,1,0,0,0,0,0,1,30933.0
12.0,17.0,12.0,6.0,3.0,1.0,6,0.0,7,0,1,1,1,0,1,0,0,0,0,1,112777.0
28.0,34.0,26.0,5.0,3.0,0.0,7,10.0,8,1,1,0,1,1,0,0,0,1,1,1,171850.0
21.0,25.0,20.0,5.0,4.0,0.0,10,0.0,5,0,1,1,1,1,0,0,0,0,0,1,200000.0
5.0,7.0,11.0,5.0,5.0,1.0,3,10.0,6,1,1,0,1,0,0,1,0,0,0,1,64444.0
14.0,21.0,16.0,5.0,5.0,0.0,1,0.0,5,0,1,1,1,0,0,0,0,0,0,1,142478.0
0.0,3.0,10.0,3.0,3.0,2.0,6,10.0,10,1,1,1,1,0,1,0,0,0,1,1,36667.0
25.0,25.0,25.0,7.0,4.0,0.0,3,0.0,6,1,1,1,1,0,0,0,0,0,0,1,64444.0
5.0,9.0,5.0,5.0,4.0,1.0,6,0.0,3,0,1,1,0,1,0,0,0,0,0,1,66592.0
2.0,5.0,2.0,5.0,3.0,2.0,10,0.0,8,1,1,0,1,0,0,0,1,0,0,0,32000.0
5.0,9.0,5.0,5.0,7.0,1.0,6,6.0,5,0,1,0,1,1,0,1,1,0,0,1,27252.0
1.0,6.0,1.0,5.0,3.0,2.0,3,9.0,5,0,1,1,0,0,0,1,0,0,0,1,48333.0
39.0,43.0,43.0,6.0,2.0,0.0,6,0.0,5,1,1,0,1,0,0,0,0,0,0,1,107406.0
8.0,14.0,8.0,6.0,5.0,1.0,2,0.0,8,0,1,1,1,0,1,0,1,0,0,1,82810.0
2.0,2.0,10.0,2.0,5.0,1.0,9,0.0,5,0,0,0,1,1,1,0,0,0,0,1,29299.0
5.0,8.0,6.0,7.0,9.0,2.0,10,10.0,7,1,1,0,0,1,0,0,0,0,0,1,163000.0
7.0,12.0,7.0,5.0,4.0,2.0,10,10.0,5,1,0,0,1,0,1,0,0,0,0,1,130000.0
3.0,10.0,2.0,5.0,9.0,1.0,6,0.0,5,0,0,0,1,1,0,0,0,1,1,1,35444.0
17.0,21.0,10.0,5.0,1.0,0.0,6,1.0,6,1,1,1,0,0,0,0,0,0,1,0,60000.0
11.0,16.0,11.0,5.0,9.0,1.0,10,0.0,7,1,1,0,1,1,0,0,0,1,0,1,165000.0
12.0,20.0,14.0,7.0,7.0,0.0,10,0.0,10,1,1,1,1,1,1,0,1,0,0,1,500000.0
10.0,21.0,25.0,3.0,2.0,0.0,10,0.0,3,0,1,0,0,0,0,0,0,0,0,1,80000.0
17.0,21.0,17.0,6.0,7.0,0.0,6,4.0,3,1,0,0,1,0,0,0,0,0,0,1,35000.0
4.0,10.0,15.0,6.0,8.0,0.0,10,10.0,2,1,0,0,1,0,0,0,0,0,0,1,120000.0
11.0,14.0,14.0,6.0,3.0,0.0,8,1.0,10,1,1,1,1,0,1,1,1,0,0,1,98736.0
11.0,15.0,11.0,3.0,5.0,1.0,9,10.0,1,0,0,0,0,0,0,0,0,0,0,1,101910.0
5.0,12.0,8.0,7.0,4.0,2.0,6,10.0,2,1,0,0,0,0,0,0,0,0,0,1,47259.0
5.0,9.0,5.0,5.0,9.0,1.0,4,1.0,2,0,0,0,0,1,0,0,0,0,0,1,11126.0
32.0,40.0,32.0,6.0,4.0,1.0,3,1.0,1,0,0,0,0,1,0,0,0,0,0,1,104184.0
15.0,25.0,15.0,5.0,9.0,0.0,10,1.0,6,1,1,0,0,0,0,0,0,1,0,1,244000.0
24.0,32.0,10.0,4.0,1.0,0.0,10,0.0,5,0,0,0,0,1,1,0,0,0,0,0,110000.0
13.0,18.0,19.0,6.0,5.0,1.0,6,1.0,4,0,0,0,0,1,0,0,1,0,0,0,41697.0
1.0,5.0,1.0,2.0,2.0,2.0,6,8.0,6,0,1,1,1,1,0,0,0,0,0,1,31477.0
3.0,7.0,3.0,3.0,9.0,1.0,3,0.0,9,1,0,1,1,1,0,1,0,1,1,1,23200.0
26.0,29.0,26.0,6.0,7.0,1.0,6,9.0,1,0,0,0,0,0,0,0,0,0,1,1,91295.0
12.0,12.0,10.0,6.0,1.0,0.0,6,0.0,4,0,1,1,1,0,1,0,0,0,0,0,24746.0
13.0,14.0,10.0,3.0,5.0,1.0,3,6.0,3,0,1,1,0,0,0,0,0,0,0,1,75184.0
1.0,5.0,1.0,2.0,7.0,1.0,6,1.0,5,1,0,0,1,0,0,0,0,0,0,0,19820.0
21.0,38.0,10.0,6.0,5.0,0.0,6,8.0,2,0,0,0,1,0,0,0,0,0,0,0,34748.0
0.0,2.0,10.0,2.0,4.0,2.0,10,9.0,3,0,0,0,0,0,0,1,0,0,0,1,30000.0
24.0,24.0,25.0,3.0,4.0,0.0,10,8.0,7,0,1,1,1,1,1,0,0,0,0,1,120000.0
4.0,6.0,4.0,5.0,6.0,0.0,9,0.0,4,0,1,1,0,1,0,0,0,0,0,1,85350.0
12.0,16.0,10.0,5.0,5.0,1.0,9,8.0,7,1,1,1,0,1,1,0,0,0,1,1,91082.0
3.0,7.0,3.0,3.0,7.0,0.0,6,1.0,10,1,1,0,1,1,0,1,0,0,0,1,11972.0
20.0,20.0,10.0,4.0,4.0,1.0,6,10.0,2,0,0,0,1,0,1,0,0,0,0,0,61827.0
10.0,11.0,10.0,3.0,9.0,0.0,6,7.0,3,0,0,0,1,0,0,0,0,1,0,1,58238.0
6.0,8.0,10.0,5.0,5.0,1.0,7,2.0,2,0,1,0,0,0,0,0,0,0,0,1,59073.0
10.0,15.0,10.0,6.0,5.0,0.0,9,1.0,2,0,1,0,0,1,0,0,0,0,0,1,59872.0
22.0,25.0,23.0,2.0,3.0,2.0,6,0.0,6,0,1,0,1,0,1,1,0,0,0,1,104476.0
0.0,5.0,10.0,2.0,4.0,2.0,6,0.0,3,0,1,0,0,0,1,0,0,0,0,1,19333.0
14.0,26.0,13.0,6.0,5.0,0.0,7,1.0,2,0,0,0,0,0,0,0,0,0,0,1,69814.0
4.0,13.0,4.0,5.0,5.0,0.0,0,7.0,4,0,1,1,1,0,0,0,0,0,0,1,13427.0
7.0,12.0,10.0,7.0,4.0,0.0,6,10.0,1,0,0,0,0,0,0,0,0,0,0,1,11923.0
3.0,9.0,3.0,5.0,9.0,1.0,10,0.0,6,0,1,1,0,1,0,1,0,0,0,1,200000.0
7.0,12.0,10.0,6.0,5.0,1.0,3,7.0,4,0,1,0,1,0,0,0,0,0,0,1,79481.0
6.0,12.0,10.0,5.0,5.0,1.0,3,1.0,14,1,1,0,1,1,1,0,1,1,0,1,71425.0
11.0,17.0,11.0,6.0,5.0,1.0,6,1.0,2,0,0,0,0,1,0,0,0,0,1,1,80426.0
20.0,27.0,20.0,5.0,7.0,0.0,6,1.0,2,0,0,0,1,1,0,0,0,0,0,1,43401.0
23.0,29.0,25.0,5.0,7.0,0.0,10,0.0,3,0,1,1,0,0,0,0,0,0,0,1,149000.0
4.0,5.0,4.0,6.0,4.0,0.0,8,1.0,3,1,1,0,1,0,0,0,0,0,0,1,39600.0
7.0,9.0,7.0,5.0,7.0,0.0,8,1.0,4,0,1,0,1,0,0,0,1,0,0,1,157300.0
25.0,25.0,25.0,3.0,4.0,1.0,6,0.0,9,0,1,1,1,1,1,0,0,0,0,1,91295.0
