YearsCodePro_n,YearsCode_n,WorkExp_n,EdLevel_n,OrgSize_n,Remote_n,Country_n,DevType_n,lang_count,lang_Python,lang_JavaScript,lang_TypeScript,lang_SQL,lang_Java,lang_CSharp,lang_CPlusPlus,lang_PHP,lang_Go,lang_Rust,IsFullTime,ConvertedCompYearly
7.0,11.0,11.0,6.0,2.0,0.0,6,10.0,3,1,0,0,0,0,0,1,0,1,0,0,26726.0
6.0,9.0,7.0,6.0,9.0,1.0,4,10.0,10,1,1,0,1,1,0,0,0,0,0,1,66995.0
12.0,25.0,12.0,3.0,5.0,2.0,6,7.0,5,0,0,0,0,1,0,1,0,0,0,1,61046.0
6.0,18.0,6.0,6.0,5.0,1.0,6,10.0,8,1,1,1,0,0,0,1,0,1,1,0,133700.0
7.0,15.0,7.0,3.0,4.0,1.0,10,2.0,5,0,1,1,0,0,0,0,0,0,0,1,103000.0
3.0,4.0,10.0,5.0,4.0,0.0,8,3.0,1,1,0,0,0,0,0,0,0,0,0,1,14810.0
9.0,13.0,9.0,5.0,5.0,0.0,6,1.0,2,0,0,0,0,1,0,0,0,0,0,1,125525.0
3.0,4.0,3.0,5.0,4.0,1.0,10,0.0,6,0,1,1,0,1,0,0,1,0,0,1,85000.0
5.0,10.0,10.0,6.0,3.0,2.0,6,10.0,5,1,1,0,0,0,0,1,0,0,0,0,21481.0
8.0,10.0,8.0,4.0,4.0,1.0,2,0.0,4,1,1,0,1,0,0,0,0,0,0,1,60147.0
43.0,45.0,10.0,5.0,4.0,0.0,10,0.0,5,0,1,1,1,0,0,0,1,0,0,1,98000.0
14.0,20.0,10.0,7.0,8.0,1.0,6,10.0,4,1,0,0,0,1,0,0,0,0,1,1,55323.0
5.0,10.0,10.0,5.0,4.0,2.0,10,5.0,6,1,1,1,0,1,1,0,0,0,0,1,70000.0
7.0,11.0,10.0,6.0,9.0,0.0,8,0.0,4,0,0,1,1,0,1,0,1,0,0,1,36000.0
5.0,11.0,5.0,5.0,7.0,0.0,9,2.0,7,0,1,1,1,1,0,0,0,0,0,1,104458.0
11.0,19.0,12.0,2.0,5.0,2.0,3,10.0,6,1,1,0,1,0,0,0,1,0,0,1,71962.0
10.0,15.0,10.0,6.0,6.0,1.0,6,0.0,1,0,0,0,0,0,1,0,0,0,0,1,102950.0
5.0,12.0,5.0,6.0,9.0,1.0,6,10.0,4,1,0,0,0,0,0,1,0,0,0,1,34370.0
11.0,18.0,14.0,6.0,4.0,1.0,6,1.0,6,0,1,1,1,0,1,0,0,0,0,1,93591.0
20.0,26.0,20.0,5.0,4.0,1.0,9,1.0,6,1,0,0,1,1,0,0,0,1,0,0,127388.0
5.0,10.0,10.0,6.0,7.0,1.0,2,1.0,6,0,0,0,1,1,0,0,0,0,0,1,53703.0
4.0,9.0,4.0,3.0,4.0,2.0,6,0.0,7,1,1,1,1,1,1,0,0,0,0,0,33296.0
9.0,17.0,6.0,6.0,5.0,1.0,0,10.0,2,1,0,0,0,0,0,0,0,0,0,1,44757.0
16.0,20.0,16.0,5.0,3.0,0.0,10,0.0,8,1,1,0,1,0,0,0,0,0,0,1,111000.0
6.0,8.0,10.0,6.0,5.0,2.0,2,0.0,6,1,1,1,1,1,0,0,0,0,0,1,59073.0
9.0,12.0,9.0,7.0,5.0,1.0,6,3.0,1,1,0,0,0,0,0,0,0,0,0,1,115778.0
20.0,35.0,25.0,5.0,4.0,1.0,5,10.0,3,0,1,1,0,0,0,0,0,0,0,1,77332.0
15.0,22.0,10.0,5.0,3.0,0.0,3,1.0,6,0,1,0,0,0,0,0,0,0,0,1,92369.0
6.0,7.0,6.0,4.0,4.0,2.0,6,0.0,3,0,1,1,0,0,0,0,1,0,0,1,42473.0
18.0,34.0,18.0,7.0,8.0,1.0,6,10.0,5,1,0,0,1,0,0,1,0,0,0,1,46910.0
3.0,10.0,10.0,5.0,7.0,2.0,6,0.0,9,1,1,0,1,0,0,0,1,0,0,1,147831.0
7.0,9.0,7.0,5.0,9.0,0.0,6,0.0,3,1,0,0,0,0,0,0,0,0,0,1,145345.0
3.0,4.0,10.0,5.0,1.0,0.0,6,10.0,8,1,1,1,1,0,1,0,0,1,0,0,30884.0
5.0,5.0,5.0,2.0,4.0,0.0,1,6.0,6,1,1,0,1,0,0,0,0,0,0,1,94501.0
6.0,6.0,10.0,3.0,4.0,1.0,6,4.0,2,1,0,0,1,0,0,0,0,0,0,1,49493.0
5.0,17.0,14.0,5.0,5.0,2.0,10,0.0,5,0,1,0,1,0,1,0,0,0,0,1,69423.0
6.0,10.0,10.0,6.0,4.0,1.0,3,10.0,3,1,0,0,0,0,0,0,0,0,0,1,53703.0
30.0,35.0,10.0,6.0,1.0,0.0,1,10.0,7,1,1,1,0,0,0,0,1,1,0,0,145386.0
5.0,9.0,9.0,3.0,4.0,2.0,6,10.0,5,1,1,0,1,0,0,0,0,0,0,1,23704.0
10.0,15.0,11.0,6.0,8.0,1.0,1,1.0,5,0,1,1,1,1,0,0,0,0,0,1,130847.0
4.0,8.0,10.0,5.0,9.0,2.0,10,5.0,4,1,0,0,1,0,0,0,0,1,0,1,112000.0
34.0,40.0,10.0,6.0,2.0,1.0,6,0.0,1,0,0,0,0,0,1,0,0,0,0,1,59073.0
14.0,14.0,25.0,6.0,5.0,1.0,6,9.0,6,0,1,1,1,0,1,1,0,0,0,1,75184.0
3.0,10.0,15.0,5.0,6.0,2.0,10,0.0,6,0,1,0,1,0,1,0,0,0,0,1,80000.0
2.0,8.0,2.0,6.0,4.0,2.0,6,10.0,4,1,1,0,0,0,0,0,0,0,0,1,51555.0
30.0,37.0,10.0,7.0,1.0,0.0,2,1.0,6,1,1,1,1,1,0,0,0,0,0,0,59073.0
23.0,20.0,10.0,2.0,5.0,1.0,6,0.0,6,0,1,0,1,0,1,0,1,0,0,1,26852.0
11.0,14.0,11.0,2.0,2.0,0.0,6,0.0,1,1,0,0,0,0,0,0,0,0,0,1,56156.0
6.0,8.0,6.0,5.0,6.0,0.0,8,1.0,5,1,0,0,0,0,0,0,1,1,0,1,23697.0
10.0,15.0,11.0,6.0,4.0,0.0,6,0.0,3,1,1,0,0,0,1,0,0,0,0,1,104244.0
14.0,19.0,10.0,5.0,1.0,0.0,3,1.0,6,0,1,1,1,0,0,0,0,1,0,0,64444.0
8.0,10.0,10.0,5.0,7.0,1.0,3,0.0,4,0,1,0,1,0,0,0,1,0,0,1,64444.0
4.0,4.0,4.0,4.0,9.0,1.0,6,0.0,6,1,1,1,0,0,1,0,0,0,0,1,64444.0
20.0,25.0,26.0,5.0,4.0,2.0,10,0.0,5,0,1,0,1,0,1,0,0,0,0,1,175000.0
6.0,7.0,6.0,5.0,8.0,0.0,6,4.0,4,0,0,0,1,1,0,0,0,0,0,1,79836.0
8.0,12.0,10.0,6.0,5.0,2.0,1,1.0,2,1,0,0,0,1,0,0,0,0,0,1,112674.0
1.0,9.0,1.0,6.0,5.0,1.0,6,1.0,2,0,0,0,0,1,0,1,0,0,0,1,44258.0
11.0,11.0,10.0,5.0,4.0,2.0,6,2.0,4,0,1,1,0,0,0,0,0,0,0,1,134921.0
8.0,12.0,10.0,6.0,8.0,1.0,8,10.0,5,0,1,1,0,0,0,0,0,0,0,1,35545.0
5.0,10.0,5.0,6.0,6.0,1.0,9,0.0,5,0,1,1,1,1,0,0,0,0,0,1,140127.0
8.0,19.0,10.0,5.0,3.0,1.0,5,0.0,3,0,1,1,0,0,1,0,0,0,0,1,48333.0
3.0,10.0,10.0,3.0,2.0,1.0,10,0.0,8,1,0,0,1,0,0,0,1,1,0,1,20000.0
2.0,6.0,10.0,6.0,5.0,1.0,3,10.0,2,1,0,0,1,0,0,0,0,0,0,1,91295.0
3.0,7.0,10.0,5.0,4.0,0.0,6,3.0,6,1,0,0,1,1,0,0,0,1,0,1,24113.0
10.0,14.0,11.0,5.0,9.0,1.0,4,2.0,3,0,1,1,0,0,0,0,0,0,0,1,25434.0
4.0,7.0,10.0,5.0,5.0,1.0,10,0.0,5,0,0,1,1,0,1,0,0,0,0,1,75000.0
0.0,6.0,0.0,4.0,8.0,1.0,2,1.0,8,1,1,0,1,1,0,0,1,0,0,1,25777.0
12.0,15.0,12.0,5.0,5.0,1.0,6,1.0,5,0,1,0,1,0,1,0,0,0,0,1,40094.0
16.0,26.0,16.0,5.0,4.0,1.0,1,6.0,2,0,1,1,0,0,0,0,0,0,0,1,58154.0
28.0,34.0,28.0,1.0,3.0,0.0,6,10.0,5,1,1,0,1,0,0,0,0,0,0,1,91295.0
24.0,29.0,24.0,3.0,6.0,1.0,5,1.0,6,0,1,1,1,0,1,0,0,0,0,1,115999.0
22.0,26.0,22.0,3.0,6.0,0.0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,1,46387.0
8.0,10.0,10.0,6.0,4.0,1.0,7,3.0,2,1,0,0,1,0,0,0,0,0,0,1,67666.0
7.0,8.0,7.0,3.0,3.0,2.0,5,0.0,8,1,1,1,1,0,0,0,1,1,0,1,64444.0
3.0,7.0,3.0,5.0,4.0,0.0,6,5.0,3,1,0,0,0,0,0,0,0,0,0,1,14150.0
17.0,21.0,10.0,6.0,4.0,1.0,9,6.0,7,0,0,1,1,0,1,0,0,0,0,1,108534.0
6.0,8.0,10.0,5.0,4.0,0.0,10,1.0,4,0,1,0,0,0,0,0,0,0,0,1,136000.0
5.0,5.0,5.0,5.0,6.0,1.0,9,0.0,3,0,1,1,0,0,0,0,0,0,0,1,98089.0
19.0,24.0,18.0,5.0,9.0,1.0,4,10.0,1,0,0,0,0,0,1,0,0,0,0,1,65799.0
2.0,5.0,2.0,5.0,4.0,1.0,4,1.0,1,0,0,0,0,0,0,0,0,0,0,1,13160.0
27.0,27.0,27.0,5.0,5.0,0.0,10,0.0,3,0,1,0,0,0,0,0,0,0,0,1,220000.0
24.0,30.0,10.0,2.0,5.0,0.0,6,0.0,4,0,0,1,1,0,1,0,0,0,0,1,53703.0
4.0,9.0,4.0,5.0,3.0,0.0,9,0.0,4,0,1,0,1,0,0,0,0,0,0,1,44586.0
5.0,12.0,10.0,5.0,5.0,1.0,10,1.0,8,1,1,1,1,0,1,0,0,0,1,1,112000.0
6.0,9.0,10.0,7.0,8.0,1.0,10,10.0,6,1,0,0,0,0,0,1,0,0,1,1,120000.0
8.0,11.0,14.0,5.0,7.0,1.0,6,0.0,4,0,1,0,1,0,1,0,0,0,0,1,41192.0
2.0,10.0,2.0,6.0,7.0,1.0,2,9.0,14,1,1,1,0,0,0,1,0,0,1,1,44037.0
10.0,17.0,10.0,5.0,7.0,0.0,6,0.0,7,1,1,1,0,0,0,0,1,0,0,1,11010.0
0.0,11.0,1.0,5.0,8.0,2.0,10,8.0,4,1,1,0,0,0,0,1,0,0,0,1,80000.0
8.0,10.0,10.0,2.0,1.0,0.0,6,0.0,4,0,1,1,1,0,0,0,0,0,0,0,80000.0
2.0,4.0,3.0,5.0,4.0,1.0,6,0.0,7,1,1,0,0,0,0,1,0,0,0,1,15722.0
2.0,4.0,4.0,3.0,9.0,0.0,6,2.0,4,0,1,1,0,0,0,0,0,0,1,1,44370.0
30.0,40.0,10.0,5.0,4.0,2.0,10,1.0,6,1,1,0,1,0,0,0,1,0,0,1,200000.0
16.0,18.0,16.0,5.0,7.0,0.0,6,10.0,5,1,0,0,1,1,0,0,0,0,0,1,80555.0
7.0,9.0,12.0,6.0,4.0,0.0,3,2.0,3,0,1,1,0,0,0,0,0,0,0,0,24703.0
10.0,13.0,10.0,5.0,6.0,2.0,4,8.0,4,0,1,1,0,0,0,0,0,0,0,1,12921.0
20.0,15.0,25.0,2.0,6.0,1.0,3,1.0,8,0,1,0,1,0,1,0,0,0,0,1,75184.0
11.0,30.0,25.0,6.0,4.0,0.0,10,0.0,5,1,1,1,1,0,1,0,0,0,0,1,85000.0
8.0,12.0,8.0,6.0,3.0,0.0,6,0.0,2,1,1,0,0,0,0,0,0,0,0,1,38742.0
1.0,5.0,5.0,3.0,3.0,1.0,10,0.0,6,1,1,0,1,0,1,0,0,0,0,1,53000.0
8.0,12.0,8.0,5.0,8.0,0.0,0,1.0,7,0,1,0,0,0,1,0,0,0,1,1,33568.0
3.0,12.0,3.0,5.0,2.0,0.0,10,0.0,3,0,1,0,0,0,0,0,0,0,0,1,92720.0
12.0,17.0,12.0,3.0,5.0,0.0,6,10.0,4,0,1,1,0,1,0,0,0,0,0,1,100000.0
8.0,13.0,8.0,3.0,7.0,0.0,10,0.0,4,0,1,1,0,0,0,0,0,0,0,1,215000.0
7.0,12.0,10.0,5.0,2.0,0.0,6,8.0,6,1,0,0,1,0,0,1,0,0,0,1,12188.0
10.0,20.0,10.0,5.0,5.0,0.0,10,0.0,6,0,1,1,1,1,0,0,0,1,0,1,177050.0
5.0,6.0,5.0,5.0,3.0,1.0,2,8.0,6,1,1,0,1,1,0,0,0,0,0,1,48333.0
0.0,15.0,1.0,5.0,7.0,2.0,3,9.0,9,1,1,0,0,1,1,1,0,0,1,1,55851.0
5.0,5.0,5.0,6.0,4.0,1.0,6,0.0,5,0,1,1,1,1,0,0,0,0,0,1,14356.0
7.0,10.0,10.0,5.0,5.0,1.0,9,1.0,2,1,0,0,0,0,0,0,0,0,0,1,89172.0
12.0,16.0,13.0,5.0,6.0,0.0,6,1.0,4,0,1,1,1,0,0,0,0,0,0,1,140000.0
0.0,10.0,1.0,6.0,7.0,2.0,4,0.0,5,1,1,1,0,0,0,1,0,0,0,1,15553.0
51.0,51.0,10.0,7.0,3.0,0.0,10,10.0,6,1,0,0,1,0,0,1,0,0,0,0,200000.0
25.0,30.0,10.0,2.0,1.0,0.0,10,0.0,8,1,1,1,1,0,0,0,1,0,1,0,193000.0
9.0,14.0,9.0,6.0,3.0,1.0,6,10.0,4,1,1,1,0,0,0,0,0,0,0,1,78966.0
2.0,15.0,3.0,3.0,5.0,0.0,6,7.0,3,0,1,0,1,0,1,0,0,0,0,1,26852.0
4.0,5.0,4.0,5.0,5.0,1.0,6,10.0,1,0,0,0,0,0,1,0,0,0,0,1,55645.0
10.0,20.0,10.0,7.0,9.0,2.0,3,10.0,6,0,0,0,0,0,0,1,0,0,0,1,171850.0
16.0,20.0,10.0,6.0,1.0,0.0,9,1.0,6,0,0,1,1,1,0,0,0,0,0,0,152865.0
13.0,25.0,13.0,7.0,4.0,1.0,6,0.0,5,0,1,1,0,0,1,0,0,0,0,1,43435.0
4.0,14.0,4.0,7.0,5.0,2.0,3,1.0,1,0,0,0,0,1,0,0,0,0,0,0,80555.0
40.0,51.0,10.0,5.0,1.0,1.0,2,1.0,4,0,0,0,1,0,0,0,0,0,0,0,96666.0
16.0,20.0,10.0,5.0,7.0,1.0,10,6.0,6,0,1,1,1,0,0,0,0,1,0,1,250000.0
10.0,25.0,10.0,2.0,8.0,1.0,3,10.0,5,1,1,0,0,0,0,0,0,0,1,1,139628.0
24.0,46.0,25.0,7.0,6.0,1.0,9,1.0,5,1,0,0,1,1,1,0,0,0,0,1,203821.0
0.0,4.0,10.0,3.0,9.0,2.0,9,0.0,2,1,1,0,0,0,0,0,0,0,0,1,30573.0
8.0,3.0,1.0,3.0,4.0,2.0,1,10.0,1,1,0,0,0,0,0,0,0,0,0,1,18900.0
3.0,5.0,10.0,5.0,7.0,0.0,8,5.0,3,1,0,0,0,0,0,0,0,0,0,1,42749.0
8.0,11.0,8.0,5.0,6.0,0.0,10,1.0,2,0,0,0,1,0,1,0,0,0,0,1,150000.0
8.0,8.0,10.0,7.0,6.0,0.0,6,0.0,14,0,1,1,0,1,1,1,0,1,0,1,25118.0
5.0,14.0,5.0,5.0,4.0,0.0,1,6.0,3,1,0,1,0,0,0,0,0,0,1,1,113401.0
13.0,15.0,13.0,5.0,5.0,0.0,6,2.0,5,0,1,1,1,0,1,0,0,0,0,1,34724.0
2.0,6.0,2.0,6.0,3.0,1.0,2,0.0,4,1,1,0,1,0,0,0,1,0,0,1,12889.0
12.0,30.0,12.0,5.0,6.0,1.0,5,1.0,6,0,1,1,1,1,0,0,0,0,0,1,96666.0
15.0,19.0,16.0,5.0,7.0,0.0,10,10.0,5,1,1,0,1,0,1,0,0,0,0,1,180000.0
18.0,20.0,20.0,6.0,6.0,1.0,6,1.0,3,0,1,0,1,0,0,0,1,0,0,1,75184.0
8.0,11.0,8.0,5.0,4.0,1.0,1,10.0,5,0,1,0,0,0,1,0,0,0,0,1,80835.0
8.0,12.0,10.0,5.0,7.0,1.0,5,1.0,2,0,0,0,0,1,0,0,0,0,0,1,84851.0
5.0,10.0,5.0,5.0,5.0,1.0,7,8.0,1,0,0,0,0,0,1,0,0,0,0,1,37592.0
28.0,35.0,30.0,4.0,7.0,1.0,6,0.0,6,0,1,1,1,0,1,0,0,0,0,1,150369.0
4.0,4.0,10.0,1.0,1.0,0.0,6,0.0,6,0,1,0,1,1,0,0,1,0,0,0,10000.0
14.0,14.0,14.0,6.0,7.0,1.0,6,1.0,5,0,1,0,1,0,0,0,0,0,0,1,68310.0
6.0,8.0,6.0,6.0,7.0,1.0,6,7.0,1,0,0,0,0,0,0,0,0,0,0,1,41888.0
6.0,6.0,6.0,5.0,4.0,0.0,6,8.0,6,1,1,0,0,1,0,0,0,0,0,1,81168.0
6.0,10.0,7.0,5.0,4.0,2.0,6,0.0,6,0,1,1,1,0,0,0,1,0,0,1,81679.0
9.0,13.0,9.0,7.0,7.0,1.0,3,1.0,5,1,1,0,0,0,1,1,0,0,0,1,70888.0
5.0,9.0,10.0,5.0,4.0,1.0,6,7.0,8,1,1,1,0,1,0,0,0,0,0,1,61457.0
6.0,20.0,8.0,7.0,9.0,1.0,6,1.0,7,1,0,0,1,1,0,0,0,0,0,1,85925.0
8.0,8.0,8.0,5.0,7.0,1.0,6,1.0,7,1,1,0,1,0,0,0,1,1,1,1,68193.0
4.0,8.0,1.0,3.0,5.0,1.0,3,8.0,1,0,0,0,0,0,1,0,0,0,0,1,45111.0
14.0,20.0,14.0,5.0,2.0,0.0,6,0.0,5,0,1,0,0,1,0,0,0,0,0,1,107617.0
12.0,17.0,15.0,5.0,7.0,2.0,5,10.0,3,1,0,0,0,1,0,0,0,0,0,1,134258.0
5.0,12.0,5.0,6.0,4.0,0.0,2,6.0,6,0,1,1,1,0,0,0,0,1,0,1,61222.0
7.0,8.0,8.0,6.0,5.0,0.0,8,1.0,6,1,0,0,1,1,0,0,0,0,0,1,60000.0
3.0,10.0,3.0,2.0,7.0,2.0,9,10.0,5,0,1,1,1,0,0,0,0,0,0,1,30573.0
22.0,26.0,10.0,6.0,9.0,1.0,9,1.0,2,0,0,0,1,0,0,0,0,0,0,1,178343.0
2.0,7.0,10.0,3.0,7.0,1.0,6,0.0,5,0,1,0,1,0,1,0,0,0,0,1,46185.0
20.0,28.0,20.0,3.0,1.0,0.0,3,10.0,6,1,1,1,0,0,0,0,0,1,1,1,171850.0
5.0,9.0,6.0,5.0,4.0,0.0,6,10.0,5,1,1,0,0,0,0,1,0,0,1,1,120000.0
11.0,14.0,10.0,5.0,9.0,1.0,5,1.0,2,1,0,0,0,1,0,0,0,0,0,1,91295.0
12.0,15.0,10.0,5.0,5.0,1.0,6,4.0,4,1,0,0,1,0,0,0,0,0,0,1,161905.0
8.0,11.0,7.0,5.0,4.0,0.0,10,0.0,4,0,1,1,0,0,0,0,0,0,0,1,206000.0
32.0,37.0,10.0,6.0,4.0,2.0,6,0.0,8,1,1,1,1,0,0,0,0,0,0,1,34370.0
1.0,12.0,10.0,5.0,1.0,2.0,9,10.0,7,1,0,0,1,1,1,1,0,0,0,0,56051.0
9.0,14.0,9.0,5.0,3.0,1.0,8,2.0,4,0,1,1,0,0,0,0,1,0,0,1,59241.0
3.0,10.0,10.0,5.0,1.0,0.0,6,0.0,6,1,1,1,1,0,0,0,0,0,0,0,25133.0
11.0,13.0,11.0,5.0,6.0,1.0,0,0.0,4,0,1,1,1,0,0,0,0,0,0,1,41960.0
4.0,8.0,10.0,2.0,4.0,2.0,3,0.0,9,1,1,1,1,1,0,0,1,0,0,1,46399.0
11.0,12.0,10.0,5.0,7.0,0.0,10,0.0,3,0,0,1,0,0,0,0,0,0,0,1,220000.0
12.0,16.0,10.0,7.0,6.0,0.0,6,10.0,6,1,1,1,1,0,0,0,0,0,0,1,73681.0
6.0,10.0,6.0,5.0,9.0,2.0,6,10.0,2,0,0,0,0,0,0,1,0,0,0,1,120000.0
4.0,5.0,10.0,5.0,4.0,0.0,8,1.0,1,1,0,0,0,0,0,0,0,0,0,1,26955.0
17.0,20.0,10.0,6.0,4.0,0.0,6,1.0,5,0,1,1,1,1,0,0,0,0,0,1,85925.0
3.0,8.0,3.0,6.0,4.0,2.0,10,10.0,6,1,1,0,1,0,0,0,0,0,0,1,92500.0
6.0,12.0,6.0,4.0,3.0,2.0,2,8.0,8,1,1,0,1,0,0,1,1,0,0,1,30074.0
20.0,30.0,20.0,6.0,7.0,1.0,3,10.0,7,1,1,1,0,0,1,1,0,1,0,1,128887.0
13.0,33.0,10.0,6.0,9.0,2.0,6,9.0,3,0,0,0,0,0,0,1,0,0,0,1,116768.0
4.0,6.0,10.0,5.0,9.0,1.0,6,2.0,3,0,1,1,0,0,0,0,0,0,0,1,31822.0
15.0,25.0,15.0,6.0,3.0,0.0,9,0.0,11,1,1,1,1,1,0,0,1,0,0,1,152865.0
6.0,15.0,6.0,3.0,4.0,0.0,3,1.0,4,0,0,1,0,0,0,0,0,1,1,0,48268.0
5.0,17.0,5.0,5.0,5.0,0.0,2,1.0,7,0,1,0,1,0,0,0,0,0,0,1,60147.0
9.0,9.0,10.0,5.0,7.0,0.0,10,0.0,5,0,1,1,1,0,0,0,0,0,0,1,425000.0
7.0,8.0,20.0,5.0,2.0,0.0,6,8.0,4,0,1,0,0,0,1,0,0,0,0,1,20443.0
4.0,8.0,9.0,6.0,2.0,2.0,6,0.0,9,1,1,1,1,0,1,0,1,0,0,1,59073.0
18.0,30.0,10.0,5.0,4.0,1.0,10,0.0,7,0,1,1,1,0,1,0,0,0,0,1,145000.0
10.0,15.0,10.0,6.0,4.0,1.0,5,1.0,3,0,1,0,0,1,0,0,0,0,0,1,77332.0
8.0,14.0,8.0,5.0,7.0,0.0,10,10.0,5,1,0,0,0,0,0,0,0,0,0,1,150000.0
7.0,12.0,12.0,6.0,2.0,0.0,6,10.0,3,0,1,0,0,0,0,0,1,0,0,0,40000.0
2.0,6.0,10.0,2.0,8.0,1.0,3,1.0,4,0,0,0,1,1,0,1,0,0,0,0,10741.0
2.0,9.0,2.0,7.0,4.0,1.0,10,10.0,4,1,1,1,0,0,0,0,0,0,0,1,190000.0
10.0,14.0,10.0,5.0,5.0,1.0,10,0.0,7,0,1,1,1,0,1,0,0,0,0,1,170000.0
10.0,16.0,10.0,5.0,9.0,1.0,6,3.0,2,0,0,0,1,0,0,0,0,0,0,1,60265.0
2.0,3.0,3.0,5.0,6.0,1.0,6,0.0,6,0,1,1,1,1,0,0,0,0,1,1,48256.0
6.0,8.0,8.0,5.0,5.0,0.0,6,1.0,1,0,0,0,0,0,0,0,0,0,0,1,120000.0
25.0,30.0,10.0,2.0,3.0,1.0,6,10.0,8,1,1,1,1,0,1,0,0,0,0,1,81077.0
8.0,10.0,10.0,6.0,4.0,1.0,8,1.0,4,0,1,0,1,0,0,0,1,0,0,1,31500.0
1.0,7.0,1.0,6.0,8.0,1.0,2,8.0,10,0,1,1,1,0,1,1,0,1,0,1,73573.0
10.0,21.0,10.0,5.0,7.0,2.0,10,0.0,5,0,1,1,1,0,0,0,0,0,0,1,170000.0
11.0,16.0,11.0,5.0,2.0,1.0,6,0.0,6,0,1,0,1,0,1,0,1,0,0,1,64659.0
3.0,4.0,10.0,5.0,2.0,1.0,0,0.0,6,0,1,0,1,0,1,0,0,0,0,1,13427.0
8.0,15.0,8.0,5.0,3.0,2.0,3,0.0,8,0,0,1,1,0,1,1,1,0,0,1,85925.0
4.0,8.0,10.0,5.0,1.0,1.0,6,10.0,11,1,0,0,1,0,0,1,0,0,0,0,11644.0
9.0,16.0,10.0,6.0,7.0,1.0,2,8.0,3,1,0,0,0,0,0,1,0,0,0,1,69814.0
3.0,9.0,3.0,3.0,3.0,2.0,6,5.0,8,0,1,1,1,0,0,0,0,0,1,1,86401.0
1.0,4.0,4.0,2.0,8.0,1.0,3,10.0,10,1,1,0,1,0,1,1,0,0,0,1,40814.0
16.0,24.0,16.0,5.0,4.0,2.0,6,1.0,5,1,1,1,0,0,0,1,0,1,0,0,140858.0
21.0,25.0,10.0,5.0,1.0,0.0,4,9.0,16,1,1,1,1,1,1,1,1,1,0,0,23927.0
7.0,10.0,7.0,5.0,7.0,1.0,6,2.0,3,0,1,1,0,0,0,0,0,0,0,1,35444.0
40.0,40.0,10.0,6.0,9.0,1.0,10,1.0,2,0,0,0,1,0,0,0,0,0,0,1,110000.0
14.0,16.0,10.0,5.0,1.0,0.0,2,0.0,7,0,1,1,1,0,0,0,1,1,0,0,53703.0
13.0,15.0,10.0,6.0,1.0,0.0,0,0.0,5,0,1,0,1,0,0,0,1,0,0,0,22378.0
0.0,9.0,10.0,6.0,3.0,0.0,3,9.0,2,1,0,0,0,0,0,0,0,0,0,1,53703.0
12.0,16.0,10.0,5.0,7.0,1.0,4,10.0,2,1,0,0,0,1,0,0,0,0,0,1,53836.0
7.0,14.0,10.0,5.0,3.0,0.0,6,1.0,7,0,1,1,0,0,0,1,0,0,0,1,21125.0
7.0,15.0,7.0,7.0,5.0,1.0,6,10.0,3,1,1,0,0,0,0,0,0,0,0,1,46878.0
7.0,8.0,8.0,3.0,6.0,1.0,5,10.0,4,0,1,0,0,1,0,0,0,1,0,1,112777.0
3.0,6.0,3.0,5.0,7.0,0.0,6,1.0,9,0,0,0,1,1,0,1,0,1,0,1,24731.0
3.0,7.0,10.0,2.0,4.0,0.0,6,10.0,14,1,1,1,1,1,1,0,1,1,0,1,69916.0
7.0,10.0,7.0,3.0,4.0,0.0,0,2.0,2,0,1,1,0,0,0,0,0,0,0,1,17903.0
3.0,4.0,3.0,3.0,5.0,2.0,8,1.0,5,1,1,0,1,0,0,0,1,0,0,1,14400.0
10.0,15.0,12.0,5.0,7.0,0.0,6,0.0,4,0,1,1,0,1,1,0,0,0,0,1,39609.0
4.0,20.0,11.0,5.0,5.0,2.0,6,0.0,11,1,1,1,1,0,0,0,0,0,1,1,18548.0
17.0,19.0,17.0,6.0,9.0,1.0,6,0.0,4,0,0,1,1,1,0,0,0,0,0,1,85925.0
2.0,8.0,10.0,5.0,4.0,2.0,10,1.0,5,1,1,1,1,0,0,0,0,0,0,1,122000.0
15.0,17.0,15.0,6.0,4.0,0.0,10,1.0,11,1,1,1,1,0,1,0,0,1,1,1,285000.0
10.0,10.0,10.0,3.0,4.0,0.0,6,0.0,3,0,1,1,0,0,0,0,0,0,0,1,65000.0
2.0,7.0,10.0,3.0,2.0,1.0,3,0.0,8,1,1,0,0,0,1,0,1,0,0,0,12029.0
1.0,9.0,1.0,2.0,9.0,2.0,6,9.0,8,1,0,0,1,1,0,1,0,0,1,0,38666.0
25.0,40.0,10.0,7.0,1.0,0.0,6,10.0,4,0,1,0,0,0,0,1,0,0,0,0,32222.0
14.0,18.0,16.0,6.0,6.0,1.0,0,0.0,4,0,1,1,1,0,0,0,0,0,0,1,47554.0
11.0,24.0,16.0,5.0,2.0,1.0,9,7.0,1,0,0,0,0,0,0,0,0,0,0,1,121018.0
10.0,14.0,15.0,6.0,5.0,0.0,6,6.0,8,0,1,1,0,1,0,0,0,1,1,1,109009.0
7.0,10.0,7.0,5.0,9.0,0.0,4,1.0,4,0,1,1,1,0,1,0,0,0,0,1,25434.0
2.0,11.0,2.0,6.0,5.0,2.0,6,0.0,5,0,1,0,1,1,0,0,0,0,1,1,49156.0
