YearsCodePro_n,YearsCode_n,WorkExp_n,EdLevel_n,OrgSize_n,Remote_n,Country_n,DevType_n,lang_count,lang_Python,lang_JavaScript,lang_TypeScript,lang_SQL,lang_Java,lang_CSharp,lang_CPlusPlus,lang_PHP,lang_Go,lang_Rust,IsFullTime,ConvertedCompYearly
25.0,30.0,10.0,6.0,9.0,1.0,8,7.0,11,0,1,0,1,1,1,1,1,0,0,1,49368.0
2.0,6.0,2.0,5.0,9.0,0.0,10,1.0,6,1,1,1,1,1,0,0,0,0,0,1,90000.0
28.0,40.0,29.0,6.0,4.0,1.0,7,4.0,4,1,0,0,1,0,1,0,0,0,0,1,64444.0
4.0,7.0,4.0,5.0,4.0,2.0,4,1.0,2,0,1,0,0,1,0,0,0,0,0,1,11963.0
2.0,6.0,2.0,2.0,2.0,1.0,6,0.0,6,0,1,1,1,1,0,0,0,0,0,0,46926.0
12.0,14.0,25.0,3.0,7.0,0.0,10,10.0,4,1,1,0,0,0,0,0,0,0,1,1,255000.0
13.0,24.0,14.0,3.0,9.0,0.0,10,5.0,10,1,1,1,0,1,0,0,0,1,1,1,156000.0
30.0,30.0,10.0,6.0,6.0,0.0,0,10.0,2,0,0,0,0,0,0,1,0,0,0,1,80000.0
2.0,12.0,2.0,5.0,2.0,1.0,6,0.0,5,1,1,0,1,1,0,0,0,0,0,1,30933.0
3.0,5.0,5.0,3.0,4.0,1.0,6,0.0,2,0,0,0,1,0,0,0,0,0,0,1,79279.0
1.0,4.0,1.0,2.0,4.0,0.0,8,0.0,6,1,1,1,0,1,0,0,0,0,0,1,10200.0
3.0,8.0,1.0,5.0,6.0,1.0,1,9.0,3,1,0,0,0,0,0,1,0,0,0,1,58881.0
6.0,11.0,6.0,4.0,7.0,1.0,6,7.0,4,0,0,0,0,1,0,0,0,0,0,1,129244.0
17.0,20.0,20.0,5.0,4.0,1.0,1,1.0,2,1,0,0,1,0,0,0,0,0,0,1,138117.0
14.0,23.0,24.0,3.0,9.0,0.0,10,1.0,2,0,0,0,1,0,1,0,0,0,0,1,121000.0
42.0,45.0,10.0,3.0,9.0,2.0,10,9.0,6,1,0,0,0,0,1,1,0,0,1,1,320000.0
7.0,8.0,7.0,5.0,5.0,1.0,6,10.0,3,0,0,0,0,0,0,0,0,0,0,1,89087.0
10.0,18.0,10.0,6.0,4.0,1.0,6,2.0,3,0,1,0,0,0,0,0,1,0,0,1,26852.0
9.0,15.0,9.0,3.0,7.0,1.0,10,0.0,5,0,1,0,1,0,1,0,0,0,0,1,150000.0
3.0,15.0,3.0,3.0,5.0,0.0,9,0.0,6,0,1,1,1,0,1,0,0,1,0,1,50955.0
3.0,10.0,3.0,5.0,7.0,0.0,5,1.0,4,1,1,0,0,1,0,0,1,0,0,1,118147.0
4.0,10.0,10.0,6.0,9.0,2.0,6,1.0,7,1,1,0,0,1,1,1,0,1,0,1,82785.0
6.0,11.0,6.0,6.0,4.0,1.0,6,0.0,6,1,1,1,1,0,1,0,0,0,0,1,116988.0
25.0,30.0,25.0,6.0,4.0,1.0,0,0.0,2,0,0,0,1,1,0,0,0,0,0,1,31703.0
1.0,3.0,10.0,6.0,4.0,1.0,1,0.0,5,1,0,0,1,1,0,0,0,0,0,1,47250.0
17.0,23.0,10.0,6.0,1.0,0.0,4,0.0,4,0,0,0,0,1,1,1,0,0,0,0,11963.0
18.0,24.0,20.0,5.0,4.0,0.0,6,1.0,3,0,1,0,1,0,0,0,0,0,0,1,198198.0
6.0,11.0,10.0,6.0,5.0,2.0,2,10.0,3,1,0,0,0,0,0,1,0,0,0,1,53703.0
14.0,19.0,10.0,5.0,2.0,0.0,6,0.0,5,0,1,1,1,0,1,0,0,0,0,0,109670.0
1.0,7.0,1.0,5.0,4.0,0.0,6,9.0,5,1,1,0,0,1,0,1,0,0,0,0,12101.0
27.0,44.0,30.0,5.0,5.0,1.0,0,0.0,5,0,0,0,1,0,1,0,0,0,0,1,18462.0
2.0,4.0,15.0,6.0,7.0,1.0,6,10.0,4,1,1,0,1,0,0,0,0,0,0,1,47692.0
14.0,20.0,14.0,7.0,5.0,0.0,6,4.0,7,1,1,1,0,1,0,0,0,0,1,1,64444.0
40.0,40.0,40.0,7.0,5.0,1.0,10,0.0,4,0,1,0,1,0,1,0,0,0,0,1,158000.0
11.0,24.0,11.0,3.0,2.0,0.0,2,10.0,11,1,1,0,1,1,1,1,0,0,0,0,268515.0
10.0,23.0,10.0,7.0,2.0,0.0,9,0.0,8,0,1,1,1,1,1,0,1,0,0,1,84076.0
8.0,13.0,10.0,5.0,4.0,0.0,8,0.0,5,0,1,1,1,0,0,0,0,0,0,1,41469.0
20.0,25.0,25.0,5.0,5.0,1.0,6,8.0,6,0,1,1,1,1,0,0,0,0,0,1,167125.0
2.0,5.0,10.0,5.0,4.0,0.0,10,10.0,17,1,1,1,1,1,0,1,1,1,1,1,66000.0
13.0,20.0,16.0,5.0,5.0,0.0,10,0.0,5,0,1,1,1,0,0,0,0,0,0,1,151000.0
13.0,20.0,13.0,6.0,9.0,1.0,6,0.0,4,1,0,0,0,0,1,1,0,0,0,1,68104.0
18.0,22.0,18.0,6.0,4.0,1.0,4,1.0,2,0,1,0,0,0,1,0,0,0,0,1,14356.0
7.0,10.0,10.0,5.0,1.0,0.0,8,1.0,3,0,1,0,0,0,0,0,0,1,1,0,98736.0
10.0,13.0,13.0,6.0,4.0,0.0,6,7.0,7,0,1,1,1,1,0,0,0,0,0,1,91782.0
5.0,9.0,10.0,5.0,6.0,2.0,3,10.0,4,1,0,0,0,1,0,0,0,0,0,0,14229.0
3.0,5.0,3.0,6.0,9.0,1.0,10,0.0,5,1,1,0,1,0,0,0,0,0,0,1,121000.0
20.0,20.0,27.0,5.0,3.0,0.0,10,2.0,3,0,1,1,0,0,0,0,0,0,0,1,110000.0
3.0,5.0,10.0,5.0,8.0,1.0,6,1.0,7,0,1,1,1,0,1,0,0,0,0,1,50730.0
4.0,6.0,5.0,5.0,5.0,0.0,0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,17903.0
33.0,39.0,10.0,6.0,4.0,1.0,5,0.0,11,1,1,1,1,0,1,1,1,0,0,1,105258.0
0.0,18.0,1.0,5.0,4.0,2.0,6,10.0,3,1,0,0,1,0,1,0,0,0,0,1,70000.0
25.0,35.0,25.0,6.0,4.0,0.0,3,0.0,5,0,0,0,1,1,1,0,0,0,0,1,75184.0
10.0,14.0,10.0,6.0,8.0,1.0,6,2.0,7,0,1,0,1,1,0,0,1,0,0,1,70959.0
3.0,5.0,3.0,3.0,6.0,0.0,6,7.0,2,0,0,0,0,0,0,0,0,0,0,1,70000.0
22.0,22.0,22.0,5.0,2.0,0.0,6,0.0,5,0,1,0,1,0,1,0,0,0,0,0,40000.0
9.0,12.0,10.0,5.0,9.0,0.0,6,7.0,10,0,1,1,0,1,0,1,1,0,0,1,134921.0
3.0,5.0,3.0,5.0,3.0,2.0,6,1.0,16,1,1,1,1,1,1,1,1,1,1,1,14150.0
5.0,10.0,5.0,5.0,4.0,1.0,6,5.0,8,1,1,1,1,1,1,0,0,0,0,1,66592.0
13.0,16.0,10.0,6.0,5.0,0.0,6,7.0,8,1,1,1,0,0,0,0,0,0,0,1,61866.0
32.0,50.0,34.0,5.0,3.0,1.0,10,0.0,20,0,1,1,1,1,1,1,1,0,0,1,154000.0
11.0,19.0,10.0,5.0,5.0,0.0,6,0.0,4,1,1,0,0,0,0,0,0,1,0,1,48428.0
1.0,9.0,10.0,5.0,4.0,2.0,6,0.0,11,1,1,1,1,0,1,0,1,1,0,1,26852.0
29.0,32.0,26.0,6.0,3.0,0.0,0,0.0,8,0,1,1,1,1,1,0,0,0,0,1,50352.0
25.0,33.0,10.0,6.0,8.0,0.0,6,0.0,3,0,1,1,0,0,0,0,0,1,0,1,198198.0
18.0,24.0,18.0,5.0,9.0,0.0,9,0.0,4,0,1,0,1,0,1,0,0,0,0,1,72898.0
0.0,8.0,1.0,3.0,5.0,2.0,10,9.0,3,1,0,0,0,0,0,1,0,0,0,0,50000.0
29.0,38.0,28.0,6.0,3.0,0.0,7,10.0,5,1,0,0,1,0,0,0,0,0,0,1,91295.0
10.0,10.0,10.0,5.0,9.0,0.0,6,1.0,7,0,0,0,0,1,1,0,0,1,0,1,56500.0
7.0,10.0,10.0,6.0,7.0,1.0,8,10.0,4,1,0,0,0,1,1,0,0,0,0,1,29621.0
9.0,15.0,9.0,6.0,8.0,0.0,8,7.0,5,0,0,0,0,0,1,0,0,0,0,1,95000.0
7.0,10.0,7.0,3.0,3.0,0.0,6,1.0,7,1,1,0,1,1,0,0,1,1,0,1,35990.0
4.0,10.0,4.0,5.0,7.0,0.0,1,9.0,9,1,0,0,0,0,0,1,0,1,1,1,72693.0
7.0,14.0,7.0,5.0,5.0,1.0,6,6.0,5,1,0,0,1,0,0,0,0,1,0,1,25876.0
31.0,40.0,31.0,5.0,5.0,0.0,10,1.0,7,0,1,1,1,0,0,0,0,0,0,1,181000.0
7.0,10.0,10.0,5.0,3.0,0.0,10,0.0,4,0,0,1,1,0,1,0,0,0,0,1,125000.0
11.0,15.0,12.0,7.0,2.0,1.0,6,10.0,4,1,0,0,0,0,1,1,0,0,0,1,34370.0
16.0,23.0,19.0,6.0,4.0,1.0,6,0.0,5,0,0,0,1,1,1,0,0,0,0,1,82703.0
12.0,19.0,12.0,6.0,9.0,2.0,6,1.0,2,0,0,0,0,1,0,0,0,0,0,1,128887.0
4.0,10.0,8.0,7.0,5.0,2.0,10,10.0,3,1,0,0,0,0,0,0,0,0,0,1,118000.0
16.0,24.0,16.0,6.0,9.0,1.0,6,1.0,6,0,0,1,1,1,0,0,0,0,0,1,132223.0
14.0,18.0,10.0,6.0,1.0,0.0,10,8.0,4,0,1,0,0,0,0,0,1,0,0,0,380000.0
15.0,24.0,15.0,5.0,3.0,0.0,10,0.0,6,1,1,0,1,1,0,1,0,0,0,1,110000.0
22.0,29.0,22.0,5.0,3.0,2.0,6,0.0,7,1,1,1,1,0,1,0,0,0,0,1,72065.0
12.0,20.0,14.0,3.0,9.0,0.0,6,1.0,9,1,0,1,0,1,0,0,0,1,1,1,95384.0
26.0,27.0,26.0,6.0,5.0,1.0,6,0.0,6,0,1,1,1,0,0,0,0,0,0,1,107406.0
16.0,37.0,10.0,6.0,1.0,0.0,6,10.0,5,0,0,0,1,0,0,0,0,0,0,0,60000.0
20.0,20.0,20.0,5.0,7.0,0.0,10,0.0,5,0,1,1,0,0,0,0,1,0,1,1,226000.0
26.0,27.0,10.0,6.0,2.0,2.0,5,2.0,5,1,1,0,0,0,0,0,1,0,0,0,80555.0
17.0,21.0,17.0,6.0,5.0,1.0,6,8.0,6,0,0,1,1,0,1,0,0,0,0,1,103205.0
12.0,23.0,12.0,6.0,4.0,1.0,6,1.0,6,0,1,1,1,1,0,0,0,0,0,1,38400.0
5.0,9.0,5.0,3.0,8.0,0.0,3,0.0,8,0,1,1,1,0,1,1,0,0,0,1,64444.0
6.0,6.0,6.0,5.0,5.0,0.0,10,4.0,2,1,0,0,1,0,0,0,0,0,0,1,245000.0
10.0,24.0,10.0,7.0,5.0,2.0,2,10.0,3,0,0,0,0,0,0,0,0,0,0,1,41351.0
27.0,27.0,10.0,1.0,4.0,0.0,10,5.0,4,1,0,0,1,0,0,0,0,0,0,1,172000.0
8.0,9.0,9.0,5.0,6.0,1.0,1,2.0,4,0,1,0,1,0,0,0,1,0,0,1,69785.0
26.0,42.0,10.0,6.0,8.0,1.0,6,10.0,3,1,0,0,0,0,1,0,0,0,1,1,26852.0
2.0,3.0,10.0,5.0,9.0,0.0,3,0.0,4,0,1,1,1,0,0,0,0,0,0,0,21266.0
2.0,5.0,2.0,5.0,5.0,1.0,10,0.0,3,1,1,0,0,0,0,0,0,0,0,1,82000.0
2.0,6.0,3.0,5.0,8.0,1.0,3,10.0,10,1,1,0,1,0,0,1,0,0,1,1,49407.0
10.0,15.0,10.0,6.0,1.0,0.0,6,0.0,6,0,1,1,1,0,1,0,0,0,1,0,65805.0
5.0,13.0,10.0,5.0,9.0,1.0,9,10.0,7,0,0,0,1,0,1,0,0,0,0,1,82802.0
4.0,12.0,10.0,6.0,9.0,1.0,2,0.0,10,1,1,0,1,1,0,0,1,0,0,1,39740.0
25.0,27.0,10.0,3.0,7.0,0.0,10,0.0,8,0,1,0,1,1,0,0,0,0,1,1,160000.0
6.0,13.0,6.0,6.0,2.0,1.0,6,10.0,8,1,1,0,0,0,0,1,0,0,1,1,67723.0
15.0,19.0,10.0,6.0,9.0,1.0,10,10.0,3,0,0,0,1,0,0,0,0,0,0,1,160000.0
9.0,12.0,10.0,6.0,4.0,1.0,2,0.0,2,0,0,0,0,1,0,0,0,0,0,1,64444.0
5.0,7.0,10.0,6.0,9.0,0.0,8,0.0,5,1,0,1,1,0,1,0,0,0,0,1,39600.0
4.0,10.0,4.0,5.0,2.0,1.0,2,0.0,4,1,1,0,0,0,0,0,0,0,0,1,30074.0
7.0,12.0,7.0,5.0,9.0,1.0,3,10.0,2,1,0,0,1,0,0,0,0,0,0,1,83777.0
4.0,8.0,10.0,5.0,4.0,1.0,3,0.0,2,1,0,0,0,0,0,0,0,0,0,1,75184.0
7.0,12.0,7.0,5.0,7.0,1.0,3,8.0,12,1,1,0,1,1,1,1,1,0,1,0,75184.0
9.0,15.0,10.0,7.0,6.0,1.0,10,0.0,11,1,1,1,1,1,1,1,1,0,0,1,127500.0
8.0,13.0,4.0,1.0,2.0,0.0,6,10.0,3,0,1,1,0,0,0,0,0,0,0,1,50000.0
27.0,40.0,10.0,6.0,1.0,0.0,10,10.0,6,1,1,1,0,0,0,0,0,0,0,0,300000.0
18.0,23.0,18.0,4.0,5.0,1.0,6,2.0,4,0,1,1,0,0,0,0,1,0,0,1,125525.0
12.0,14.0,10.0,6.0,9.0,0.0,9,4.0,7,1,1,1,1,1,0,0,0,0,0,0,178343.0
5.0,15.0,5.0,5.0,7.0,0.0,10,0.0,6,1,1,0,1,0,0,0,0,0,0,1,150000.0
28.0,33.0,10.0,5.0,4.0,2.0,6,1.0,6,1,0,0,1,1,0,1,0,0,0,1,32222.0
1.0,10.0,10.0,5.0,1.0,0.0,10,10.0,8,1,1,0,0,1,0,1,0,0,0,0,40000.0
6.0,15.0,6.0,6.0,4.0,1.0,3,8.0,6,1,0,0,1,0,1,1,0,0,0,1,107406.0
9.0,35.0,10.0,3.0,2.0,1.0,10,10.0,8,1,1,0,1,0,0,0,1,0,0,1,69000.0
16.0,19.0,10.0,2.0,7.0,0.0,6,0.0,6,1,1,1,0,0,0,0,1,1,0,1,150000.0
5.0,8.0,5.0,5.0,6.0,0.0,10,10.0,8,1,1,0,1,1,1,0,0,0,0,1,72000.0
20.0,32.0,10.0,3.0,1.0,0.0,3,0.0,12,1,1,1,1,1,0,0,1,0,0,0,42962.0
11.0,16.0,11.0,5.0,3.0,0.0,6,1.0,8,0,1,1,1,1,0,0,0,0,1,1,256608.0
14.0,15.0,15.0,6.0,4.0,0.0,0,0.0,5,0,1,0,1,0,1,1,0,0,0,1,30770.0
28.0,31.0,28.0,7.0,3.0,0.0,5,1.0,3,0,0,0,0,0,0,0,0,0,1,1,193331.0
4.0,8.0,4.0,5.0,3.0,2.0,6,7.0,1,0,0,0,0,1,0,0,0,0,0,1,16557.0
20.0,30.0,30.0,3.0,4.0,0.0,6,0.0,19,1,1,1,1,1,1,1,0,0,0,0,108906.0
14.0,16.0,14.0,5.0,2.0,0.0,6,1.0,4,0,0,0,0,0,0,0,0,1,1,1,130000.0
8.0,14.0,8.0,5.0,4.0,0.0,1,0.0,3,0,0,0,1,0,0,0,0,0,0,1,141751.0
8.0,10.0,10.0,2.0,3.0,0.0,10,10.0,9,1,1,1,1,0,1,0,1,1,0,1,200000.0
10.0,13.0,10.0,6.0,4.0,0.0,8,0.0,2,0,0,1,0,0,1,0,0,0,0,0,100000.0
15.0,22.0,15.0,6.0,3.0,1.0,10,1.0,2,1,0,0,1,0,0,0,0,0,0,1,216000.0
10.0,15.0,10.0,5.0,9.0,0.0,10,1.0,4,1,0,0,0,1,0,0,0,0,0,1,180000.0
21.0,32.0,10.0,5.0,4.0,0.0,6,0.0,8,1,1,0,1,0,1,0,1,0,0,0,39640.0
6.0,10.0,10.0,5.0,5.0,2.0,10,10.0,3,1,0,0,0,0,0,0,0,0,0,1,120000.0
10.0,15.0,10.0,5.0,9.0,2.0,10,1.0,5,0,0,1,0,1,0,1,0,0,0,1,300000.0
3.0,7.0,3.0,5.0,2.0,2.0,6,1.0,1,1,0,0,0,0,0,0,0,0,0,1,14622.0
8.0,15.0,8.0,4.0,4.0,0.0,7,1.0,5,1,1,1,1,0,0,0,0,0,0,1,32222.0
11.0,13.0,10.0,5.0,2.0,0.0,9,0.0,5,1,1,0,0,0,0,0,0,0,0,0,101910.0
46.0,46.0,10.0,5.0,1.0,2.0,9,10.0,5,0,0,0,0,1,1,1,0,0,0,0,76433.0
2.0,7.0,3.0,3.0,2.0,1.0,6,0.0,7,1,1,1,1,0,1,0,0,0,0,0,21481.0
3.0,6.0,3.0,5.0,6.0,1.0,6,2.0,4,0,1,1,0,0,0,0,0,0,0,1,61457.0
6.0,12.0,6.0,3.0,5.0,2.0,5,9.0,7,1,1,0,1,0,0,0,0,1,1,1,53703.0
13.0,20.0,12.0,4.0,4.0,0.0,2,1.0,3,1,1,0,1,0,0,0,0,0,0,1,53703.0
37.0,46.0,35.0,5.0,4.0,0.0,9,8.0,0,0,0,0,0,0,0,0,0,0,0,1,56051.0
7.0,12.0,10.0,5.0,1.0,0.0,6,0.0,8,1,1,1,1,0,1,0,0,1,0,0,118147.0
21.0,25.0,21.0,5.0,2.0,0.0,10,0.0,5,0,1,0,1,0,1,0,0,0,0,1,95000.0
8.0,12.0,8.0,3.0,7.0,0.0,6,0.0,8,1,1,1,1,1,0,0,1,0,0,1,19946.0
4.0,9.0,10.0,6.0,3.0,0.0,2,10.0,8,1,1,1,1,0,0,1,0,0,0,1,62296.0
18.0,18.0,18.0,5.0,9.0,0.0,8,7.0,4,0,0,0,0,1,0,0,0,0,1,1,72295.0
10.0,15.0,10.0,5.0,6.0,1.0,10,1.0,3,0,0,0,1,0,1,0,0,0,0,1,120000.0
5.0,10.0,5.0,5.0,7.0,1.0,6,0.0,4,0,1,1,0,1,0,0,0,0,0,1,42962.0
4.0,5.0,10.0,6.0,5.0,2.0,6,9.0,4,0,0,0,0,0,0,1,0,0,0,1,28458.0
10.0,12.0,10.0,5.0,9.0,1.0,3,2.0,5,0,1,1,0,0,0,0,0,1,0,1,144998.0
4.0,7.0,4.0,5.0,7.0,0.0,10,0.0,3,1,0,1,0,0,0,0,0,0,0,1,110000.0
3.0,11.0,3.0,2.0,8.0,2.0,6,5.0,5,1,1,0,0,0,0,0,0,0,0,1,42095.0
16.0,20.0,20.0,3.0,8.0,1.0,9,10.0,4,1,1,0,0,1,1,0,0,0,0,1,114649.0
12.0,20.0,20.0,5.0,9.0,2.0,10,1.0,10,1,0,1,1,1,1,1,1,0,0,1,429369.0
4.0,9.0,4.0,6.0,7.0,0.0,8,2.0,4,1,1,1,0,0,0,0,0,0,0,1,17476.0
4.0,10.0,6.0,5.0,4.0,0.0,6,1.0,10,1,1,1,1,1,0,0,0,0,1,1,91295.0
6.0,10.0,10.0,6.0,3.0,2.0,5,8.0,5,1,1,0,0,0,0,1,0,0,0,1,59073.0
7.0,10.0,7.0,2.0,9.0,0.0,9,10.0,8,1,0,0,1,0,1,1,0,0,0,1,68789.0
6.0,7.0,18.0,5.0,8.0,0.0,10,2.0,4,0,1,1,1,0,0,0,0,0,0,1,132000.0
3.0,8.0,3.0,6.0,7.0,0.0,8,1.0,5,0,1,1,0,0,1,0,0,0,0,1,28880.0
1.0,5.0,1.0,6.0,9.0,1.0,6,10.0,6,0,1,1,0,1,0,0,0,0,0,1,14822.0
1.0,8.0,2.0,2.0,3.0,1.0,6,1.0,6,0,1,0,1,1,0,0,1,0,0,1,20407.0
14.0,15.0,10.0,5.0,4.0,0.0,10,1.0,2,0,1,0,0,0,0,0,0,0,0,1,165000.0
5.0,10.0,7.0,5.0,4.0,0.0,1,1.0,3,0,0,0,1,0,1,0,0,0,0,1,65424.0
2.0,4.0,2.0,3.0,4.0,1.0,6,2.0,6,0,1,1,0,1,1,0,0,0,0,1,38154.0
3.0,8.0,3.0,6.0,7.0,1.0,1,10.0,4,1,0,0,0,0,0,1,0,0,0,1,90866.0
10.0,18.0,10.0,6.0,5.0,0.0,2,1.0,1,0,0,0,0,1,0,0,0,0,0,1,62403.0
5.0,10.0,10.0,5.0,3.0,0.0,6,0.0,6,0,1,1,1,0,0,0,0,1,0,1,95796.0
25.0,30.0,25.0,5.0,5.0,0.0,10,8.0,5,0,1,1,0,0,1,1,0,0,0,1,120000.0
3.0,3.0,10.0,7.0,5.0,1.0,10,10.0,7,1,0,0,1,0,1,1,0,0,0,1,125000.0
26.0,26.0,26.0,3.0,4.0,1.0,10,9.0,2,1,0,0,0,0,0,0,0,0,0,1,215000.0
8.0,13.0,10.0,3.0,5.0,1.0,10,10.0,7,1,1,0,0,1,0,1,0,0,0,1,80000.0
12.0,16.0,13.0,6.0,5.0,1.0,6,0.0,1,0,0,0,0,1,0,0,0,0,0,1,65907.0
11.0,30.0,3.0,7.0,3.0,1.0,3,1.0,9,0,1,1,1,0,1,1,0,0,0,1,85925.0
25.0,35.0,25.0,7.0,9.0,1.0,9,1.0,3,0,0,0,1,0,1,0,0,0,0,1,78089.0
15.0,20.0,15.0,6.0,5.0,0.0,10,0.0,3,1,1,1,0,0,0,0,0,0,0,1,200000.0
5.0,6.0,6.0,2.0,3.0,0.0,8,1.0,4,0,1,0,0,1,0,0,0,1,0,1,37026.0
10.0,16.0,10.0,5.0,2.0,0.0,3,1.0,11,0,1,0,0,1,0,0,0,1,1,1,88619.0
0.0,7.0,10.0,5.0,4.0,1.0,3,10.0,4,1,1,0,0,0,0,0,0,0,0,0,25777.0
2.0,3.0,10.0,6.0,5.0,0.0,8,10.0,2,0,0,0,0,0,1,0,0,0,0,1,12000.0
30.0,42.0,10.0,6.0,1.0,1.0,6,0.0,7,0,1,0,1,0,0,0,1,0,1,0,32222.0
23.0,28.0,25.0,6.0,7.0,2.0,8,8.0,9,0,1,1,0,1,1,1,0,0,0,1,45000.0
30.0,30.0,10.0,5.0,7.0,1.0,6,1.0,2,1,0,1,0,0,0,0,0,0,0,0,182591.0
30.0,40.0,10.0,7.0,9.0,2.0,6,10.0,2,0,0,0,1,0,0,0,0,0,0,1,28011.0
11.0,25.0,11.0,6.0,4.0,1.0,5,6.0,4,1,1,0,0,0,0,0,0,0,0,1,118147.0
30.0,40.0,30.0,5.0,6.0,2.0,10,0.0,7,0,1,1,1,1,0,0,0,0,0,1,183000.0
0.0,2.0,1.0,6.0,2.0,1.0,6,0.0,2,1,1,0,0,0,0,0,0,0,0,1,28640.0
7.0,14.0,7.0,5.0,4.0,1.0,9,7.0,2,0,0,0,0,1,0,0,0,0,0,1,57325.0
6.0,12.0,6.0,5.0,4.0,0.0,1,0.0,4,0,1,1,0,0,0,0,0,0,1,1,112674.0
13.0,20.0,12.0,3.0,5.0,2.0,10,0.0,8,0,1,1,1,0,0,0,1,0,1,1,180000.0
15.0,25.0,25.0,5.0,5.0,0.0,10,0.0,9,1,1,1,1,0,0,0,0,1,1,1,200000.0
22.0,30.0,23.0,5.0,9.0,1.0,10,6.0,5,1,1,0,1,0,1,0,0,1,0,1,172000.0
3.0,10.0,10.0,5.0,2.0,2.0,6,0.0,5,0,1,1,0,1,0,1,0,1,0,1,16557.0
30.0,32.0,30.0,6.0,8.0,0.0,10,1.0,2,0,0,0,0,1,0,0,0,0,0,1,460000.0
15.0,22.0,15.0,2.0,4.0,0.0,6,1.0,10,0,1,1,1,1,1,0,1,1,0,1,78000.0
15.0,27.0,15.0,6.0,5.0,0.0,10,1.0,7,1,1,1,1,0,0,0,1,0,0,1,200000.0
28.0,40.0,10.0,6.0,5.0,0.0,3,1.0,4,1,0,0,1,0,0,0,1,0,0,0,107406.0
9.0,12.0,9.0,6.0,6.0,1.0,6,0.0,3,0,1,0,1,0,0,0,1,0,0,1,19070.0
3.0,11.0,3.0,5.0,9.0,1.0,2,0.0,6,1,1,1,1,1,0,0,0,0,0,1,30074.0
16.0,21.0,16.0,6.0,5.0,1.0,1,9.0,4,1,0,0,0,0,0,1,0,0,0,1,109039.0
4.0,9.0,4.0,6.0,7.0,1.0,6,3.0,3,1,0,0,1,1,0,0,0,0,0,1,66592.0
20.0,25.0,21.0,6.0,7.0,1.0,6,0.0,7,0,1,1,1,0,1,0,0,0,0,1,69369.0
5.0,8.0,5.0,5.0,4.0,0.0,6,0.0,10,1,1,1,0,1,1,0,1,0,0,1,15319.0
8.0,11.0,8.0,5.0,5.0,0.0,6,6.0,1,0,1,0,0,0,0,0,0,0,0,1,86613.0
3.0,8.0,10.0,2.0,4.0,0.0,3,0.0,5,0,1,1,0,1,1,0,0,0,0,0,36088.0
16.0,17.0,10.0,5.0,2.0,0.0,10,0.0,5,0,1,0,1,0,1,0,0,0,0,1,140000.0
4.0,10.0,10.0,3.0,5.0,0.0,10,10.0,11,1,1,0,1,0,0,1,0,1,1,1,230000.0
2.0,5.0,2.0,5.0,9.0,1.0,4,0.0,5,0,1,1,1,1,0,0,0,0,0,1,10767.0
1.0,10.0,1.0,5.0,7.0,2.0,5,8.0,12,1,1,1,1,1,0,1,0,0,1,0,42962.0
9.0,15.0,9.0,5.0,5.0,0.0,3,0.0,2,0,0,0,1,1,0,0,0,0,0,1,88073.0
5.0,8.0,8.0,6.0,4.0,1.0,2,0.0,14,1,1,1,1,1,0,1,1,0,0,1,40814.0
30.0,36.0,30.0,6.0,7.0,1.0,10,10.0,7,0,1,0,1,1,0,0,1,0,0,1,170000.0
41.0,49.0,45.0,6.0,2.0,0.0,1,10.0,2,1,0,0,0,0,0,0,0,0,0,1,36346.0
10.0,15.0,10.0,6.0,4.0,2.0,6,10.0,1,0,0,0,0,0,0,0,0,0,0,1,21481.0
12.0,16.0,12.0,5.0,5.0,2.0,4,1.0,2,0,1,0,0,1,0,0,0,0,0,1,29909.0
3.0,6.0,3.0,6.0,4.0,1.0,1,0.0,6,1,1,1,1,0,0,0,0,1,0,1,79962.0
3.0,9.0,10.0,5.0,7.0,2.0,3,9.0,4,1,1,1,0,0,0,0,0,0,0,1,59073.0
12.0,17.0,12.0,3.0,7.0,1.0,6,2.0,3,0,1,1,0,0,0,0,0,0,0,1,94952.0
14.0,20.0,14.0,5.0,5.0,1.0,6,0.0,6,0,1,1,1,1,0,0,0,0,0,0,115874.0
2.0,4.0,2.0,3.0,2.0,2.0,9,0.0,4,0,1,0,1,0,1,0,0,0,0,1,29299.0
20.0,25.0,18.0,7.0,6.0,1.0,6,1.0,7,1,0,0,0,1,0,1,0,0,1,1,160440.0
12.0,22.0,12.0,6.0,4.0,0.0,10,4.0,3,1,0,0,1,0,0,0,0,0,0,1,180000.0
20.0,25.0,10.0,5.0,9.0,2.0,5,4.0,7,1,1,0,1,0,0,0,1,0,0,1,86785.0
13.0,15.0,10.0,5.0,6.0,1.0,6,2.0,5,1,1,1,0,0,0,0,0,0,0,1,36702.0
8.0,10.0,10.0,5.0,9.0,2.0,4,10.0,18,1,1,1,1,0,0,1,1,0,1,1,23927.0
5.0,10.0,5.0,5.0,3.0,0.0,6,0.0,5,0,1,1,1,0,0,0,1,0,0,1,15140.0
5.0,10.0,10.0,5.0,2.0,0.0,7,0.0,8,0,1,1,1,0,0,0,1,0,1,1,36518.0
5.0,9.0,5.0,5.0,2.0,0.0,1,0.0,5,0,1,0,1,0,0,0,0,0,0,1,101770.0
